file	internal_links	external_links	tax_link_count	related_blog_link_count	has_related_section
blog/strategy-for-retirement-withdrawals.html	29	0	1	7	False
blog/student-loan-payoff-calculator-multiple-loans.html	31	0	1	7	False
blog/student-loan-payoff-calculator-with-extra-payments.html	28	0	1	7	False
blog/student-loan-payoff-calculator.html	28	0	1	6	False
blog/student-loan-payoff-for-beginners.html	31	0	1	7	False
blog/student-loan-payoff-for-families.html	27	0	1	7	False
blog/student-loan-payoff-for-high-earners.html	28	0	1	7	False
blog/student-loan-payoff-for-new-graduates.html	28	0	1	7	False
blog/student-loan-payoff-for-self-employed.html	28	0	1	7	False
blog/student-loan-payoff-for-small-business-owners.html	29	0	1	6	False
blog/student-loan-payoff-for-w2-professionals.html	27	0	1	7	False
blog/student-loan-payoff-strategy.html	27	0	1	7	False
blog/student-loan-payoff-tax-implications.html	30	0	1	8	False
blog/student-loan-payoff-vs-cash-flow-budgeting.html	27	0	1	7	False
blog/student-loan-payoff-vs-negotiated-settlements.html	26	0	1	6	False
blog/student-loan-payoff-vs-refinance.html	25	0	1	5	False
blog/student-loan-strategies.html	23	0	1	3	False
blog/tax-deduction-best-strategy.html	32	0	1	9	False
blog/tax-deduction-car-loan-interest.html	24	0	1	4	False
blog/tax-deduction-for-beginners.html	32	0	1	9	False
blog/tax-deduction-for-consultants.html	29	0	1	7	False
blog/tax-deduction-for-high-earners.html	30	0	1	9	False
blog/tax-deduction-for-physicians.html	33	0	1	7	False
blog/tax-deduction-for-real-estate-investors.html	29	0	1	5	False
blog/tax-deduction-for-self-employed-professionals.html	30	0	1	6	False
blog/tax-deduction-for-seniors.html	31	0	1	7	False
blog/tax-deduction-for-small-business-owners.html	33	0	1	7	False
blog/tax-deduction-vs-charitable-planning.html	32	0	1	7	False
blog/tax-deduction-vs-entity-restructuring.html	32	0	1	8	False
blog/tax-deduction-vs-retirement-contributions.html	31	0	1	7	False
blog/tax-deductions-for-seniors-2025.html	28	0	1	7	False
blog/tax-loss-harvesting-best-strategy.html	26	0	1	5	False
blog/tax-loss-harvesting-calculator.html	27	0	1	6	False
blog/tax-loss-harvesting-checklist.html	27	0	1	6	False
blog/tax-loss-harvesting-for-beginners.html	26	0	1	6	False
blog/tax-loss-harvesting-for-busy-professionals.html	27	0	1	6	False
blog/tax-loss-harvesting-for-entrepreneurs.html	26	0	1	6	True
blog/tax-loss-harvesting-for-high-earners.html	26	0	1	5	False
blog/tax-loss-harvesting-for-late-starters.html	25	0	1	5	False
blog/tax-loss-harvesting-for-parents.html	28	4	1	5	False
blog/tax-loss-harvesting-for-small-business-owners.html	29	0	1	6	False
blog/tax-loss-harvesting-template.html	28	0	1	7	False
blog/tax-loss-harvesting-vs-active-funds.html	26	0	1	5	False
blog/tax-loss-harvesting-vs-real-estate-syndication.html	26	0	1	6	False
blog/tax-loss-harvesting-vs-robo-advisors.html	25	0	1	4	False
blog/tax-loss-harvesting-vs-target-date-funds.html	25	0	1	5	False
blog/tax-planning-best-strategy.html	27	0	1	6	False
blog/tax-planning-certified-professional.html	28	0	1	7	False
blog/tax-planning-for-beginners.html	29	0	1	7	False
blog/tax-planning-for-consultants.html	25	0	1	4	False
blog/tax-planning-for-dummies.html	26	0	1	5	False
blog/tax-planning-for-high-earners.html	26	0	1	4	False
blog/tax-planning-for-physicians.html	26	0	1	5	False
blog/tax-planning-for-real-estate-investors.html	25	0	1	4	False
blog/tax-planning-for-self-employed-professionals.html	26	0	1	5	False
blog/tax-planning-for-small-business-owners.html	25	0	1	4	False
blog/tax-planning-to-and-through-early-retirement.html	28	0	1	7	False
blog/tax-strategies-for-beginners.html	29	0	1	6	False
blog/tax-strategy-365-reviews.html	27	0	1	6	False
blog/tax-strategy-best-strategy.html	27	0	1	6	False
blog/tax-strategy-calculator.html	28	0	1	7	False
blog/tax-strategy-case-study.html	28	0	1	5	False
blog/tax-strategy-checklist.html	25	0	1	5	False
blog/tax-strategy-for-beginners.html	34	0	1	8	False
blog/tax-strategy-for-consultants.html	31	0	1	7	False
blog/tax-strategy-for-high-earners.html	31	0	1	5	False
blog/tax-strategy-for-physicians.html	33	0	1	8	True
blog/tax-strategy-mistakes-to-avoid.html	29	0	1	7	False
blog/tax-strategy-step-by-step.html	26	0	1	5	False
blog/tax-strategy-tax-implications.html	27	0	1	6	False
blog/tax-strategy-vs-itemized-deductions.html	30	0	1	6	False
blog/tax-strategy-vs-standard-deduction.html	29	0	1	5	False
blog/this-is-the-millionaire-kid-blueprint.html	20	1	1	1	False
blog/tom-zero-to-25k-two-weeks.html	27	0	1	5	False
blog/treasury-bonds-strategy.html	23	0	1	3	False
blog/value-investing-for-dummies.html	29	0	1	8	False
blog/value-investing-strategy.html	23	0	1	3	False
blog/value-investing-tax-implications.html	26	0	1	5	False
blog/what-activities-qualify-for-qbi-deduction.html	25	0	1	4	False
blog/what-qualifies-for-qbi-deduction.html	26	0	1	5	False
blog/what-tax-deduction-for-mortgage.html	31	0	1	8	False
blog/what-tax-deductions-for-homeowners.html	33	0	1	9	False
blog/what-tax-deductions-for-rental-property.html	30	0	1	7	False
blog/which-is-better-for-taxes-llc-or-s-corp.html	32	0	1	8	False
blog/why-150k-year-feels-broke.html	20	1	1	1	False
